time,FD FAN A  DISCHARGE PRESSURE_PI_06102_1,FD FAN B  DISCHARGE PRESSURE_PI_06102_2,FD FAN A COMPENSATED AIR FLOW_TOT_AIR_FL,COAL FEEDER SPEED MILL A_FIQC_03305_A_FB,COAL FEEDER SPEED MILL B_FIQC_03305_B_FB,COAL FEEDER SPEED MILL C_FIQC_03305_C_FB,COAL FEEDER SPEED MILL D_FIQC_03305_D_FB,COAL FEEDER SPEED MILL E_FIQC_03305_E_FB,MAIN STEAM PRESSURE_PI_02100_S,SEC AIR WINDBOX LEFT PRESSURE_PI_06102_5,SEC AIR PRESSURE AT WINDBOX RIGHT_PI_06102_6,PRIMARY AIR PRES FROM APH_PI_05102_4,SEC AIR O/L PRS AT APH_PI_06102_4,O2 AT ECONOMIZER INLET_QCR_06704
1552633437947,296.20337,300.15012,298.93448,5.1878233,6.0604405,5.771684,5.4004793,0,95.16978,108.07925,82.35805,628.5974,163.30983,2.5206156
1552633497945,302.82294,297.7142,301.1526,5.197665,6.0584106,5.767951,5.42081,0,95.17995,109.806335,83.55626,637.8566,169.62973,2.635103
1552633557943,295.68967,294.9072,298.3008,5.1891103,6.0760274,5.721864,5.4099884,0,95.32885,109.14327,81.46703,634.891,162.48979,2.4296997
1552633617956,298.95844,297.70175,302.0158,5.200526,6.061601,5.702617,5.3789473,0,95.45368,110.0091,83.45526,633.2412,165.06987,2.4793112
1552633677953,299.9121,294.27145,301.20676,5.1843977,6.0589857,5.6578803,5.341988,0,95.692345,107.91664,83.4401,635.9308,166.90712,2.4463127
1552633737951,296.41327,298.4515,300.3746,5.1998873,6.0639386,5.606391,5.260058,0,95.78834,108.479485,85.484436,627.09894,162.86816,2.57029
1552633798448,302.6395,297.4111,299.47256,5.2005935,6.067113,5.612225,5.243198,0,95.82896,106.494545,85.462,640.57367,165.9276,2.52725
1552633858445,297.1723,293.69403,298.26822,5.199165,6.0719347,5.642039,5.267414,0,95.65886,109.78297,83.44476,634.07715,163.5842,2.6972294
1552633918443,297.92496,300.3155,300.51685,5.1951504,6.0679975,5.651633,5.309768,0,95.542145,106.22827,83.51599,631.8731,160.7971,2.6321876
1552633978456,299.4042,297.35403,302.0189,5.1944113,6.061596,5.6541586,5.337185,0,95.4184,111.67803,81.51163,633.4522,168.13194,2.5787222
1552634038454,298.1255,296.90506,299.88507,5.2036905,6.0533977,5.720979,5.3621497,0,95.236374,109.20965,83.620895,633.3907,166.94186,2.6925118
1552634098451,302.9072,301.79333,302.49152,5.198788,6.06221,5.7449403,5.40074,0,95.06411,108.962036,84.56409,635.7779,163.30872,2.791977
1552634158948,298.10602,294.77512,299.61987,5.199349,6.0751743,5.790238,5.4319596,0,95.002174,107.38497,85.378586,631.5342,168.36557,2.5913548
1552634218946,296.37796,299.60217,299.7986,5.1936474,6.0694356,5.804379,5.4230976,0,94.936844,106.16635,83.29288,626.64276,164.22815,2.593568
1552634278943,303.2281,299.69888,302.61694,5.1996284,6.061702,5.79582,5.452652,0,94.96153,109.94823,82.472786,633.5005,162.37921,2.535926
1552634339456,296.4695,295.26593,298.10034,5.205758,6.055579,5.7552814,5.4381123,0,94.98883,105.21234,85.5824,636.0417,165.80971,2.5167782
1552634399453,303.44644,299.1956,299.56088,5.210607,6.0675983,5.7384195,5.410407,0,95.197014,108.669075,87.589745,630.2525,168.97119,2.347393
1552634459451,295.2043,294.45956,297.31363,5.1938767,6.0763516,5.682089,5.368259,0,95.43244,102.49642,86.85615,629.20184,162.31624,2.4135542
1552634519449,296.9617,297.2095,299.82523,5.196302,6.058418,5.6301584,5.2934365,0,95.66083,105.77479,87.494896,634.2937,164.80281,2.5293994
1552634579945,303.35022,298.83313,303.58725,5.1933384,6.061057,5.6008816,5.245345,0,95.7703,110.66941,86.33726,627.19196,166.1765,2.4448225
1552634639943,295.18817,292.0102,295.56592,5.1935005,6.0727715,5.5958524,5.235875,0,95.76888,108.57311,84.21656,624.86084,166.94942,2.3573787
1552634699956,295.46448,295.677,298.64487,5.1999264,6.062944,5.6313615,5.2624073,0,95.546425,103.80913,82.180954,625.9112,166.64732,2.5463867
1552634760453,299.77615,294.6151,297.76175,5.190976,6.0557265,5.697258,5.3243303,0,95.51296,110.55694,83.23189,626.4443,161.33679,2.5163503
1552634820451,296.2714,296.67877,299.2014,5.194476,6.060543,5.616853,5.2912908,0,95.60909,110.49905,83.18871,634.5537,165.36844,2.3452194
1552634880448,302.09045,301.40967,302.996,5.1873465,6.066287,5.6019545,5.2430916,0,95.6724,109.394905,83.8938,629.33856,167.22295,2.337564
1552634940446,301.24792,294.7371,296.34863,5.197034,6.068886,5.591654,5.225214,0,95.66149,107.33117,86.41206,629.5789,162.10602,2.3257287
1552635000443,294.9092,294.7797,296.8954,5.19617,6.0713763,5.613825,5.2352386,0,95.64235,106.00386,84.402084,627.7579,160.99452,2.4209414
1552635060441,296.35797,300.7051,301.811,5.1860538,6.0677533,5.6061525,5.2398505,0,95.54695,110.76883,83.45758,628.43555,169.34512,2.4946034
1552635120953,298.40854,294.90875,298.53268,4.835502,6.0650973,5.7318034,5.25239,0,95.55521,108.48024,82.88886,628.5091,163.02992,2.3786128
1552635180951,294.89944,294.41656,297.4604,4.826047,6.068534,5.8353868,5.5034633,0,95.24667,110.472336,81.05513,627.03345,166.77228,2.6459324
1552635240949,296.201,298.7116,298.62558,4.8317556,6.047589,5.9001303,5.5034633,0,94.97232,104.49149,81.93095,630.1187,161.96437,2.6314838
1552635300946,297.57303,292.84772,299.28445,4.8314095,6.062167,5.9630933,5.640349,0,94.77643,106.35079,82.55001,629.14386,160.59398,2.492454
1552635360944,295.9247,294.88693,295.52728,4.835706,6.0573726,6.056086,5.715518,0,94.46752,109.46286,82.76895,632.5624,161.63696,2.6810038
1552635420941,298.90732,299.63483,299.38263,4.8402443,6.0585613,6.0563855,5.715518,0,94.40405,105.0745,82.66352,626.7739,163.21002,2.373822
1552635481454,296.9444,294.58398,297.93372,4.8307185,6.0625997,6.087084,5.7045546,0,94.39693,104.10101,84.7054,636.45807,161.39072,2.4228003
1552635541451,294.87582,298.39227,296.5858,4.8315268,6.061787,6.048458,5.6597114,0,94.55778,106.414536,82.68339,632.06976,162.11082,2.3968425
1552635601449,302.54785,294.3629,301.20126,4.8301725,6.06576,6.0356636,5.6243935,0,94.75605,110.66691,83.298386,630.64325,168.0365,2.3655164
1552635661447,296.70135,293.58554,299.5759,4.8316574,6.0639925,5.921545,5.62935,0,94.9322,105.78067,83.32342,622.4073,161.60019,2.4435017
1552635721444,295.94766,298.81772,298.44888,4.8326035,6.062147,6.002237,5.663945,0,94.86688,106.02069,82.46083,624.88055,159.69852,2.7435124
1552635781442,300.7438,293.48944,303.05685,4.930318,6.063235,6.0038776,5.6630197,0,94.80478,106.9484,80.690834,633.03625,163.21193,2.5992079
1552635841954,294.5051,293.60782,296.05865,4.930411,6.0555644,6.0144405,5.602114,0,94.952896,103.45616,81.609085,633.8528,163.12968,2.4715438
1552635901952,298.4726,298.96747,299.1341,4.9310036,6.062717,5.9363384,5.584518,0,95.05933,100.45537,81.6086,630.2215,165.02342,2.4112928
1552635961949,297.1955,293.68826,298.82574,4.9310126,6.0512037,5.9337735,5.6397753,0,94.92961,104.52782,82.5467,634.1243,159.88303,2.6853592
1552636022446,295.31137,294.70178,298.5416,4.9301367,6.0628266,5.986097,5.6094475,0,95.00811,113.508484,84.73252,630.686,163.03804,2.362052
1552636082444,300.83017,300.3356,300.0655,4.9309607,6.063674,5.95619,5.540027,0,95.213486,107.31523,86.788765,634.39417,163.46556,2.3931155
1552636142441,297.06937,293.67084,299.49728,4.9211645,6.079343,5.9187603,5.509867,0,95.3786,109.041084,84.54289,629.46375,166.08334,2.4264958
1552636202455,293.9457,292.88705,296.41342,4.937681,6.054571,5.847768,5.429075,0,95.69537,103.52166,82.38159,634.8176,161.05978,2.3689046
1552636262452,299.43887,299.93954,307.009,4.929845,6.047961,5.752361,5.3748198,0,95.96316,104.76757,80.34401,634.42426,161.27023,2.5332255
1552636322450,293.51984,291.7758,301.06934,4.926416,6.061864,5.6771436,5.39849,0,96.03805,106.08168,82.500435,628.7812,162.20415,2.6605506
1552636382947,300.8822,300.66852,303.3789,4.936282,6.0544353,5.755142,5.383153,0,96.00494,109.76435,82.41251,632.1429,161.44385,2.6961286
1552636442944,298.90332,295.26428,301.74838,4.93056,6.06357,5.7464547,5.4075184,0,95.90896,104.326836,81.19982,629.90594,168.31345,2.913289
1552636502942,294.6956,294.62744,301.04288,4.9400353,6.0615783,5.77722,5.4717817,0,95.67464,102.91399,83.263565,631.1757,158.53851,2.7311225
1552636562955,300.54034,298.1025,299.49625,4.9301596,6.0591593,5.853924,5.58227,0,95.29257,109.150986,85.27726,633.3704,165.2034,2.869813
1552636622953,293.39487,292.46362,296.49585,4.924175,6.0543537,5.9423585,5.552559,0,95.17657,103.69909,83.90532,634.6183,159.76021,2.7911103
1552636682950,295.9304,297.94867,296.00714,4.933695,6.064911,5.9463778,5.562045,0,95.1031,105.020226,83.95952,639.44806,160.98334,2.5704503
1552636743447,301.55167,297.0163,301.40863,4.935429,6.0640283,5.9643264,5.563025,0,95.04018,109.75678,86.05391,622.5533,166.82335,2.6410372
1552636803445,294.29697,293.1253,296.8362,4.936979,6.0702176,5.921797,5.572547,0,95.003845,108.92128,85.701164,637.82935,160.86232,2.7368183
1552636863442,297.4301,298.2295,298.05865,4.938731,6.068621,5.9485292,5.571172,0,95.00335,109.27968,86.26245,638.9843,166.0672,2.6181567
1552636923455,302.5372,297.66345,300.0903,4.937774,6.0498123,5.959444,5.5928946,0,94.976135,104.89621,84.81839,631.3027,164.43776,2.7391708
1552636983453,294.77658,294.3773,296.10422,4.9392676,6.0632324,5.9719224,5.5608177,0,95.01731,105.09953,84.86733,638.1899,161.98723,2.6641638
1552637043950,298.8496,296.21262,299.08374,4.9326777,6.069446,5.9298415,5.609064,0,94.95905,108.5087,82.32907,638.4467,163.24323,2.6164634
1552637103947,298.07288,293.68945,300.08215,4.9334826,6.0689063,5.932395,5.6179733,0,94.94747,106.40659,81.30648,634.70886,160.2919,2.6446414
1552637163945,296.49246,298.47766,298.516,4.9316196,6.0650654,5.9425373,5.5719304,0,95.09776,107.30156,81.251526,630.1607,165.04198,2.5376565
1552637223943,302.82404,298.73227,302.72623,4.934881,6.0716743,5.969691,5.60198,0,95.03632,110.18478,80.524086,636.0198,166.85057,2.703119
1552637283956,298.05313,299.77237,299.8667,4.9456472,6.069078,5.9717097,5.58715,0,95.06983,108.41769,79.34645,629.9419,169.12155,2.626222
1552637343953,301.47772,302.24475,304.66116,4.9385138,6.0682654,5.978132,5.616164,0,94.960266,108.78601,79.39425,624.7391,165.61441,2.660178
1552637404450,296.45505,295.722,298.40845,4.939072,6.0664387,5.978728,5.5753913,0,95.06107,110.52755,81.09217,636.65027,166.48663,2.606802
1552637464448,302.0747,298.3226,302.6888,4.935963,6.070605,5.9383254,5.5521917,0,95.2254,109.90128,83.418236,635.52466,162.6781,2.5293775
1552637524445,298.35742,295.95325,296.3573,4.9384217,6.069126,5.9068375,5.529792,0,95.32113,108.54446,84.90213,634.67773,168.06758,2.5751479
1552637584443,298.87515,301.12408,302.17566,4.9374595,6.058967,5.861473,5.498624,0,95.45473,109.77052,82.82889,632.7606,167.55359,2.536865
1552637644456,296.05936,295.53012,298.3966,4.9392343,6.0634375,5.8714905,5.4962807,0,95.5152,108.973206,85.00763,636.4051,166.74446,2.6448298
1552637704454,296.10577,297.25598,299.88892,4.9495926,6.0619903,5.8776665,5.498609,0,95.51444,103.50888,84.78531,636.55664,161.34985,2.6258547
1552637764951,301.22052,295.60956,299.90646,4.9470906,6.064,5.884633,5.512061,0,95.4858,108.728264,83.139206,629.56903,165.40323,2.7171135
1552637824948,296.2793,295.5969,295.83777,4.9375277,6.0522747,5.8852143,5.50565,0,95.49021,107.8542,83.050285,628.34235,167.73946,2.6582856
1552637884946,298.7665,298.86142,299.4544,4.942567,6.0555663,5.8973923,5.530071,0,95.42249,104.96423,85.1724,628.5724,162.94006,2.7247405
1552637944943,298.1167,294.79758,299.0237,4.936241,6.0811644,5.911045,5.532183,0,95.324394,108.227516,83.108734,631.7206,160.99625,2.6598258
1552638004941,296.05295,295.39407,296.75616,4.936183,6.073125,5.910783,5.5066576,0,95.356606,110.6123,83.976616,635.44934,160.70926,2.4731944
1552638064954,300.88144,298.69626,300.25775,4.9476438,6.0723,5.902548,5.5208993,0,95.361725,107.75797,82.72044,633.4014,160.73708,2.4654028
1552638125451,292.97162,293.31454,296.88855,4.934973,6.0615063,5.8378434,5.4532685,0,95.565155,104.35388,85.849915,629.5771,163.92139,2.4571867
1552638185449,302.074,299.56284,299.01157,4.944925,6.0726037,5.8075643,5.4521174,0,95.56253,109.69658,83.774925,623.56134,167.38606,2.677508
1552638245446,294.6524,293.0027,300.45526,4.9324226,6.06729,5.865783,5.509556,0,95.43499,108.569786,83.61306,628.901,163.60794,2.7467759
1552638305444,296.8763,295.54504,299.68036,4.9464684,6.0636425,5.8840537,5.49854,0,95.415054,106.530464,84.48497,627.913,165.44794,2.7203429
1552638365441,301.76663,296.461,300.81406,4.941453,6.07006,5.848276,5.513687,0,95.41611,109.38891,84.80311,641.9052,165.41882,2.6246388
1552638425455,294.8514,293.58688,298.23758,4.9444847,6.066362,5.8722615,5.484764,0,95.39852,109.38187,83.39927,630.2244,165.00716,2.4646242
1552638485951,295.248,296.15628,298.56735,4.9443007,6.0623813,5.8543077,5.484522,0,95.36617,105.175606,82.835045,630.386,164.72,2.635159
1552638545949,302.4068,297.0698,299.66266,4.92682,6.0784597,5.872429,5.5113344,0,95.33326,112.08651,84.874596,632.4471,169.3031,2.5331545
1552638605947,297.408,296.07925,298.21698,4.936425,6.071684,5.8671093,5.458633,0,95.46703,108.69382,84.855225,627.38727,166.28685,2.4310966
1552638665944,295.41992,294.29272,299.86444,4.941544,6.0706034,5.7809772,5.397028,0,95.60973,104.87118,84.4609,632.8997,161.42809,2.5027378
1552638725942,300.6989,297.6821,299.72018,4.941034,6.071848,5.7762938,5.390594,0,95.679214,109.80886,82.27821,625.5328,162.9537,2.553273
1552638785955,295.28098,293.88892,301.97226,4.9380326,6.0689716,5.7928343,5.4231906,0,95.61146,107.854095,82.41706,627.0842,164.12103,2.6677926
1552638845953,295.81512,294.12994,297.52188,4.941652,6.068878,5.8054276,5.432146,0,95.54489,105.2709,82.42011,627.68524,163.37566,2.7194173
1552638906449,302.5114,293.6931,298.90778,4.944932,6.075327,5.7988157,5.4560566,0,95.51372,109.64637,82.4402,623.28265,165.17418,2.67675
1552638966447,295.8339,292.2784,300.29562,4.939918,6.067547,5.8009763,5.4644723,0,95.4404,111.59418,81.831894,631.23956,161.21564,2.767477
1552639026445,295.13562,298.84326,294.37363,4.9371033,6.0692267,5.8228283,5.461674,0,95.442406,108.11833,83.993675,634.1317,163.90689,2.561897
1552639086442,297.04468,294.20743,303.36066,4.9412255,6.062173,5.7890143,5.443784,0,95.40494,109.399345,83.230034,625.77484,164.69754,2.5590343
1552639146455,293.85132,292.53815,300.83344,4.933188,6.067755,5.8032484,5.4279904,0,95.46739,107.56247,83.141884,631.835,160.88722,2.475381
1552639206952,299.94357,299.73383,300.90173,4.94198,6.0685434,5.8053083,5.4150395,0,95.470375,109.73406,83.23756,629.55273,167.03474,2.6852155
1552639266950,293.67575,290.80008,298.2616,4.9450827,6.0659113,5.782491,5.42886,0,95.44039,106.511795,83.99665,632.75684,161.13896,2.6877208
1552639326947,295.1717,295.93338,297.86346,4.9380493,6.0566354,5.8053904,5.4874744,0,95.27259,106.92031,83.336655,635.0057,159.88705,2.7676094
1552639386945,300.3395,295.51352,297.89346,4.941205,6.068944,5.8415313,5.4995084,0,95.1428,109.6315,82.91439,626.453,164.56856,2.584169
1552639446943,292.86096,292.37616,296.38342,4.943444,6.069348,5.8630486,5.5114484,0,95.105385,108.07601,82.91041,637.88904,160.54112,2.6875157
1552639506956,299.02707,297.23892,300.6272,4.940026,6.0711565,5.8894534,5.4857345,0,95.094124,109.316895,82.191154,629.211,158.35126,2.6028717
1552639567453,292.69116,292.22504,296.1824,4.945519,6.0796113,5.867037,5.460557,0,95.21568,105.60651,84.31371,629.2168,159.74852,2.492167
1552639627450,299.52768,298.92648,300.5537,4.930145,6.069625,5.8379292,5.4518976,0,95.28064,104.334175,80.21906,628.6074,161.5683,2.6121497
1552639687448,297.1048,294.62585,299.2233,4.9445786,6.0733414,5.8137274,5.4632835,0,95.22392,110.00601,82.320694,632.95355,161.44681,2.65261
1552639747445,293.98102,293.662,295.46863,4.9454703,6.0802646,5.8068194,5.4302707,0,95.35443,101.11712,84.382484,623.36957,157.44814,2.5190325
1552639807443,302.19537,296.8538,299.81915,4.9418516,6.080658,5.8061857,5.397635,0,95.46854,110.40249,82.81061,624.7174,168.56563,2.5692172
1552639867456,296.46414,294.5786,299.48032,4.944636,6.062219,5.759033,5.3903985,0,95.53203,105.23577,84.87591,629.5704,160.5439,2.5289972
1552639927953,300.4838,296.0823,296.797,4.9400277,6.0727243,5.763438,5.3769317,0,95.62814,108.2467,85.676506,636.2471,161.1948,2.591616
1552639987951,295.90683,294.51923,299.43973,4.9344044,6.065861,5.7222753,5.3548126,0,95.69482,110.52666,85.64379,624.9232,166.665,2.5451946
1552640047948,298.65817,298.97507,295.15002,4.937873,6.0643115,5.668235,5.323131,0,95.79247,109.502686,86.49354,624.6702,159.5344,2.5465305
1552640107946,296.42822,294.35266,299.92902,4.944364,6.064909,5.6583085,5.2898884,0,95.82665,110.96713,85.85364,625.36176,169.21136,2.6034064
1552640167943,297.56735,296.6729,298.88388,4.9388413,6.0693216,5.7050014,5.3009415,0,95.82747,105.02201,85.83945,628.62225,161.44725,2.6142263
1552640227941,301.61945,295.64203,295.1011,4.944176,6.069838,5.6757803,5.3538775,0,95.63036,108.144806,85.88117,636.50793,163.97473,2.6236792
1552640288453,294.39392,293.5167,299.77026,4.9481006,6.06395,5.7121186,5.3200336,0,95.660484,109.20965,83.69673,626.53656,163.98871,2.516799
1552640348451,296.81155,297.3868,296.68958,4.9304795,6.0675898,5.6917357,5.3335156,0,95.5976,109.660675,85.445045,626.5013,165.40022,2.663715
1552640408449,296.8284,293.7294,298.80823,4.9454665,6.0845394,5.697994,5.323381,0,95.6027,108.384575,85.42676,623.7216,160.35628,2.5993438
1552640468446,295.8082,294.46472,300.45352,4.9461727,6.079335,5.725928,5.3553696,0,95.47593,107.78723,86.22729,632.4014,167.539,2.7060456
1552640528444,296.59015,297.93756,296.95544,4.944474,6.0726132,5.6902924,5.358026,0,95.41212,108.73256,86.28417,624.6166,164.72888,2.6768506
1552640588956,296.39456,293.7846,299.1065,4.941447,6.0791197,5.7197833,5.3120246,0,95.509155,109.20249,86.340904,631.1469,163.15286,2.587052
1552640648954,296.33456,294.81503,296.12418,4.933304,6.0664344,5.7048526,5.3219357,0,95.47313,110.19696,84.32963,627.89557,162.2941,2.6442409
1552640708951,298.85446,299.26852,295.4978,4.9402423,6.066401,5.712834,5.3611236,0,95.37385,109.14059,83.83793,625.49835,164.36574,2.6991386
1552640768949,297.08374,293.30048,300.02155,4.9450827,6.068325,5.740759,5.4032283,0,95.21433,103.97528,83.80388,618.0682,159.37296,2.7175343
1552640828947,295.4381,294.5895,300.32214,4.937498,6.0730453,5.765474,5.4410534,0,95.073875,107.45769,85.794624,625.96014,164.11705,2.7073455
1552640888944,298.08942,297.58374,299.024,4.9467926,6.077752,5.7637753,5.3816166,0,95.18512,108.16269,84.669815,630.16626,162.89778,2.6962073
1552640949441,296.2518,291.8824,297.61304,4.9369745,6.0829415,5.7485275,5.370066,0,95.25081,105.52485,85.07125,623.20776,167.56906,2.6320202
1552641009454,295.87576,294.56113,298.32986,4.953372,6.0637116,5.73813,5.359786,0,95.32045,108.817444,85.187744,623.2379,166.5875,2.4840012
1552641069452,300.561,295.3003,294.88058,4.944148,6.085927,5.7092204,5.3106236,0,95.45424,105.9498,85.18615,623.98627,164.68904,2.5013466
1552641129449,294.06564,292.55533,297.91797,4.9418664,6.064047,5.694261,5.3059297,0,95.52583,105.84787,84.41065,626.8578,160.11604,2.574172
1552641189447,297.2603,296.0039,296.16602,4.9364758,6.079196,5.6348004,5.2214756,0,95.73392,106.47286,83.2399,625.5379,162.55362,2.5750065
1552641249445,299.73853,295.97247,295.86945,4.9316087,6.068517,5.580646,5.205589,0,95.85939,105.49692,85.27305,623.58844,161.03583,2.6023853
1552641309941,293.72293,291.3727,299.7749,4.9454536,6.068757,5.5708795,5.2170367,0,95.83024,102.856575,85.273384,623.4929,159.78552,2.6921558
1552641369955,294.35257,296.38025,297.8808,4.9482293,6.0708265,5.6215568,5.2494316,0,95.71379,108.16731,85.06787,631.0514,161.23526,2.688229
1552641429952,297.96866,290.72174,297.2521,4.936362,6.0724397,5.6151605,5.250495,0,95.64291,107.09036,85.04306,627.5494,162.0746,2.6278443
1552641489950,294.97067,294.22784,301.23135,4.9331098,6.068992,5.6657667,5.297803,0,95.47542,106.06189,83.04149,620.6429,164.73325,2.7861392
1552641549947,297.06808,297.44806,297.5183,4.936757,6.0690646,5.665841,5.3271465,0,95.312126,107.8938,83.55238,628.3835,166.82274,2.7022214
1552641609945,296.33078,293.30884,295.69043,4.9544897,6.0671964,5.6952972,5.30213,0,95.34696,104.81038,83.95144,626.7154,160.61488,2.6747365
1552641670442,294.65134,292.19287,300.92456,4.9477377,6.0698214,5.6731334,5.297168,0,95.344154,106.36215,84.45897,627.4421,166.72858,2.6029646
1552641730455,295.42038,298.02875,300.40146,4.9440956,6.064689,5.6780505,5.274773,0,95.34629,111.493065,84.09553,625.6588,159.65108,2.7824438
1552641790453,300.42496,296.49588,298.56488,4.943695,6.0757904,5.665957,5.265257,0,95.4081,109.5222,86.248146,625.01086,164.53348,2.6142747
1552641850450,294.70407,293.09738,300.9835,4.9447083,6.0793204,5.628039,5.235203,0,95.462746,107.03833,85.324905,624.94867,164.91425,2.6349337
1552641910448,295.55844,295.9508,300.5234,4.9449487,6.0647564,5.6120253,5.2746873,0,95.43005,105.42867,83.30852,627.767,161.0799,2.6957154
1552641970445,298.4483,292.90768,296.97974,4.9487166,6.075418,5.6434817,5.250061,0,95.46425,107.29202,83.10963,624.1845,160.81812,2.6868732
1552642030942,293.66794,292.80652,299.36807,4.941974,6.069873,5.602427,5.185754,0,95.56558,107.22851,84.1054,635.7192,165.71634,2.6159453
1552642090955,297.1713,296.6984,296.00034,4.94417,6.0723915,5.6251183,5.2506332,0,95.4739,105.634674,84.49521,625.95435,161.51778,2.6193447
1552642150953,297.28885,292.65042,300.7593,4.939547,6.0688334,5.6056027,5.2204585,0,95.56662,109.06675,83.87856,626.01044,166.09518,2.6118195
1552642210951,294.60388,292.2296,299.9311,4.949488,6.071184,5.591494,5.2656794,0,95.42926,108.83872,83.76643,620.9869,167.92139,2.589472
1552642270948,295.1658,296.19525,297.58362,4.9447513,6.075118,5.660855,5.328775,0,95.16831,104.59007,81.73888,633.76294,160.12582,2.788145
1552642331445,293.81665,289.5751,296.91873,4.951982,6.0717435,5.7074766,5.3593316,0,95.026405,102.53925,83.57611,627.4816,160.79906,2.798574
1552642391443,292.70486,292.71225,299.39075,4.9302545,6.0773497,5.7279773,5.3528347,0,94.98725,103.057304,84.01916,620.1455,165.30148,2.810808
1552642451456,297.75974,298.12463,295.76245,4.998915,6.0689454,5.7068458,5.3721,0,94.94194,109.12043,83.135666,626.5618,160.61671,2.7048218
1552642511453,294.814,292.17886,296.57034,5.009771,5.9681764,5.7232013,5.3594546,0,95.04259,102.50666,82.40812,625.18317,158.31288,2.6291668
1552642571451,293.14645,293.3887,299.5134,5.0226526,5.9703164,5.7323337,5.352071,0,95.01588,103.79647,82.99548,627.3551,160.81314,2.7634115
1552642631449,295.27414,295.9461,296.64053,5.022156,5.957973,5.7287054,5.3311386,0,95.11129,104.45652,82.16989,626.71606,161.6216,2.5867898
1552642691945,297.84766,291.30463,300.52228,5.014975,5.964,5.7002463,5.3296747,0,95.17283,107.05036,84.23712,630.873,164.1298,2.7138777
1552642751943,295.22308,292.645,298.95102,5.0248957,5.964393,5.6827636,5.337868,0,95.13087,103.4363,84.13658,617.9499,160.09325,2.759341
1552642811956,296.67178,298.23917,298.60895,5.0179667,5.970307,5.722091,5.3685465,0,95.134964,107.084564,82.84022,627.22296,162.0108,2.70159
1552642871954,296.37094,292.84845,300.26233,5.0268383,5.9717603,5.7493157,5.405238,0,95.02616,104.81578,82.62594,623.9181,165.35495,2.5925732
1552642931951,294.44727,292.74042,300.89444,5.0457478,5.9756117,5.788243,5.4602404,0,94.8001,106.78281,84.64583,620.5179,167.39494,2.7914162
1552642991949,299.03415,296.72327,298.99,5.049751,5.9688582,5.839598,5.4962807,0,94.625145,104.98685,85.64044,621.2343,166.54518,2.7484035
1552643052446,295.76813,291.72623,303.10162,5.0492125,5.973563,5.9214687,5.5119176,0,94.323395,109.1743,83.98571,613.5661,158.68184,2.8200562
1552643112443,295.03363,298.7531,300.5414,5.0901165,5.969376,5.994175,5.5126123,0,94.28721,109.92703,81.92279,625.65344,165.05014,2.5639386
1552643172441,301.9665,291.11136,299.2756,5.073576,5.9739523,5.9695787,5.485794,0,94.40782,106.09479,84.09992,626.05396,161.05247,2.547825
1552643232454,294.1298,291.83585,300.9881,5.0853963,5.958209,5.9358206,5.4821696,0,94.57627,110.47677,82.36666,615.4713,166.40309,2.5265033
1552643292452,295.02148,297.194,296.311,5.088915,5.9598165,5.9248476,5.4767227,0,94.61013,107.56017,84.51782,623.89264,166.09447,2.5005229
1552643352449,299.39514,290.6273,298.00677,5.080034,5.967651,5.9007335,5.451329,0,94.75647,106.757774,83.78558,623.12994,160.80135,2.4991074
1552643412946,295.2035,294.54605,301.54465,5.0820174,5.967504,5.8993144,5.487049,0,94.74001,106.23758,84.938194,618.7832,166.73613,2.6792867
1552643472944,299.0474,297.21606,296.3432,5.1020613,5.9708548,5.9722686,5.528441,0,94.71477,104.9224,85.88754,623.9677,161.11624,2.7329738
1552643532941,295.54355,292.56378,301.2891,5.1110525,5.9637566,5.9572577,5.5723157,0,94.57627,110.08532,84.89929,618.3085,166.66037,2.6928766
1552643592955,296.32974,293.15475,296.97888,5.1105213,5.970681,6.0501757,5.577814,0,94.54327,106.38097,84.89635,615.9653,161.3636,2.5296028
1552643652952,298.5775,292.27365,296.59116,5.1022716,5.9767537,6.0190005,5.5553246,0,94.61728,108.88518,82.74802,621.06,165.98337,2.6401002
1552643712950,293.66437,292.5057,297.2991,5.102419,6.0746765,5.9404917,5.4583926,0,94.81856,104.988495,82.651566,623.4677,166.35431,2.3801143
1552643773447,294.7833,295.3535,299.53253,5.102646,6.07002,5.854495,5.367643,0,95.12023,106.573296,83.310425,623.3354,160.65823,2.4700966
1552643833444,297.79846,292.53656,299.61023,5.101342,6.073919,5.8161807,5.411894,0,95.189766,106.904854,83.94872,619.71436,165.24454,2.6013203
1552643893442,294.50546,293.87015,302.66248,5.1012344,6.0653524,5.8567767,5.4233932,0,95.150925,105.07469,81.926476,631.1942,163.99937,2.681861
1552643953455,295.39722,297.11777,296.36383,5.0945606,6.0824723,5.8615212,5.4240565,0,95.19314,104.95745,82.66807,627.0422,159.60928,2.681626
1552644013453,299.6144,291.48282,298.82217,5.096989,6.0758333,5.845452,5.4327984,0,95.127716,105.389145,84.75729,626.4624,168.58261,2.6640112
1552644073450,291.07022,292.9938,297.00912,5.1515813,5.9716244,5.93713,5.4909515,0,95.09478,106.38226,82.66573,624.26495,164.14992,2.6382418
1552644133947,300.18387,298.4074,298.41513,5.143287,5.971229,5.925918,5.478602,0,95.09819,110.01975,82.64955,629.3232,166.60806,2.5478978
