time,DRUM PR,DRUM PR,PSH O/L (RGHT) ST PR,PSH ST TMP BEF ATT 1A,PSH ST TMP AFTER ATT 1A SEL,PSH O/L (LFT) ST PR,PSH ST TMP BEF ATT 1B,PSH ST TMP AFT ATT 1B SEL,MS PRS,MS TMP,SELECTED MS FLO,MS PRES (FLOW COMP) MED SEL,MS TEMP (FLOW COMP) MED SEL,MS PRS,MS TMP,SELECTED MS FLO,MS PRES (FLOW COMP) MED SEL,MS TEMP (FLOW COMP) MED SEL,CRH ST PR AFTER ATT,CRH ST TMP AFT ATT,HRH ST PR,HRH ST TMP SEL,SPRAY 1 COMP FLOW,SH II COMP SPRAY FLOW
1501527600000,156.58,156.44,152.76,467.29,420.154,152.71,486.95,419.147,146.14,545.31,560.2,144.371,543.75,146.14,545.31,560.2,144.371,543.75,38.26,330.85,37.19,548.694,49.908,4.994
1501529400000,158.41,158.28,155.51,468.29,425.647,155.45,485.95,427.38599999999997,148.89,553.55,563.8430000000001,146.202,551.99,148.89,553.55,563.8430000000001,146.202,551.99,38.29,340.96,37.208,556.934,45.233999999999995,4.355
1501531200000,160.24,160.11,157.34,465.27,427.478,157.28,479.92,427.38599999999997,150.72,546.22,571.1469999999999,148.033,545.581,150.72,546.22,571.1469999999999,148.033,545.581,38.29,334.22,37.208,547.778,40.64,5.4079999999999995
1501533000000,162.09,161.94,158.26,466.18,429.309,158.2,491.87,432.88,152.55,548.97,569.241,149.864,548.328,152.55,548.97,569.241,149.864,548.328,38.2,337.43,37.176,550.525,41.657,6.343
1501534800000,159.34,159.19,156.43,466.18,418.32300000000004,156.37,492.87,420.978,149.81,540.73,570.3530000000001,147.118,540.0880000000001,149.81,540.73,570.3530000000001,147.118,540.0880000000001,38.2,330.69,37.176,545.947,53.428000000000004,5.47
1501536600000,158.43,158.28,154.59,471.21,421.985,154.54,494.88,425.647,147.98,546.22,563.716,145.287,544.665,147.98,546.22,563.716,145.287,544.665,38.67,329.57,37.542,548.694,51.566,5.47
1501538400000,155.68,155.53,152.76,468.19,424.731,152.71,492.87,429.401,146.03,542.56,556.981,143.417,540.0880000000001,146.03,542.56,556.981,143.417,540.0880000000001,38.08,326.42,36.755,547.778,46.643,5.466
1501540200000,158.43,158.28,155.51,467.37,427.478,155.45,485.61,427.57,148.78,545.31,566.2090000000001,146.164,543.75,148.78,545.31,566.2090000000001,146.164,543.75,38.08,331.37,36.755,549.609,43.901,5.412000000000001
1501542000000,157.51,157.36,153.68,466.37,426.56300000000005,153.62,476.71,425.73800000000006,146.95,540.73,562.49,145.248,540.0880000000001,146.95,540.73,562.49,145.248,540.0880000000001,38.18,328.06,36.97,547.778,37.971,5.412000000000001
1501543800000,162.09,161.94,158.26,470.39,432.056,158.2,476.71,431.04900000000004,151.54,548.05,574.58,148.911,547.4119999999999,151.54,548.05,574.58,148.911,547.4119999999999,38.18,335.93,36.97,549.609,36.503,5.193
1501545600000,158.43,158.28,154.59,467.37,432.971,154.54,476.71,434.711,147.88,548.97,565.2080000000001,145.248,547.4119999999999,147.88,548.97,565.2080000000001,145.248,547.4119999999999,38.1,332.56,37.094,554.187,33.715,5.193
1501547400000,158.43,158.26,154.59,464.36,428.394,154.54,468.67,429.218,147.88,539.81,564.069,145.248,539.172,147.88,539.81,564.069,145.248,539.172,38.42,325.59,37.162,545.947,33.455,4.885
1501549200000,161.17,161.0,158.26,465.36,433.88699999999994,158.2,471.68,432.88,151.54,548.05,566.809,148.911,548.328,151.54,548.05,566.809,148.911,548.328,38.42,336.83,37.162,556.018,31.654,4.885
1501551000000,160.26,160.09,156.43,464.36,432.056,156.37,469.67,430.13300000000004,149.71,542.56,567.617,147.995,542.8340000000001,149.71,542.56,567.617,147.995,542.8340000000001,38.11,331.21,37.103,551.44,32.553000000000004,4.955
1501552800000,158.43,158.26,154.59,470.39,437.54900000000004,154.54,477.71,435.626,147.88,549.88,565.783,146.164,549.243,147.88,549.88,565.783,146.164,549.243,38.11,336.83,37.103,557.849,33.407,4.955
1501554600000,158.43,158.26,154.59,469.39,434.80199999999996,154.54,478.72,435.626,147.88,546.22,562.181,145.248,545.581,147.88,546.22,562.181,145.248,545.581,38.12,332.33,37.08,551.44,34.336999999999996,5.051
1501556400000,159.32,159.11,155.03,472.36,438.464,154.94,482.84,438.37300000000005,148.36,549.88,565.86,146.164,549.243,148.36,549.88,565.86,146.164,549.243,38.12,335.41,37.08,554.187,33.428000000000004,5.051
1501558200000,158.41,158.2,154.12,474.37,438.464,154.02,482.84,437.457,147.44,547.14,563.143,145.248,546.497,147.44,547.14,563.143,145.248,546.497,38.09,332.04,37.043,551.44,35.318000000000005,5.104
1501560000000,155.66,155.45,152.29,471.35,432.056,152.19,486.85,434.711,145.61,541.64,555.568,143.417,541.003,145.61,541.64,555.568,143.417,541.003,38.09,327.55,37.043,547.778,38.986,5.104
1501561800000,158.41,158.2,155.03,448.2,430.225,154.94,466.75,430.13300000000004,148.36,533.4,567.885,145.248,532.764,148.36,533.4,567.885,145.248,532.764,38.15,316.31,37.116,535.876,24.739,4.939
1501563600000,160.26,160.03,156.88,448.2,419.147,156.79,457.7,420.06199999999995,150.19,553.45,571.472,148.014,551.99,150.19,553.45,571.472,148.014,551.99,38.15,338.78,37.116,543.201,32.633,12.399000000000001
1501565400000,163.01,162.78,159.63,452.23,425.555,159.53,459.71,425.555,152.94,555.29,571.184,150.761,554.736,152.94,555.29,571.184,150.761,554.736,38.58,357.43,37.625,545.0319999999999,28.989,11.472999999999999
1501567200000,158.43,158.2,155.05,451.12,400.745,154.96,472.98,410.907,148.36,548.88,566.365,146.183,548.328,148.36,548.88,566.365,146.183,548.328,37.67,335.25,36.75,554.187,53.361000000000004,7.872999999999999
1501569000000,156.62,156.37,153.22,443.78,400.745,153.13,465.94,410.907,146.53,543.38,560.836,144.352,541.919,146.53,543.38,560.836,144.352,541.919,38.57,327.39,36.75,546.863,46.706,6.955
1501570800000,159.36,159.11,155.97,445.8,406.23800000000006,155.87,464.93,414.569,149.27,547.96,570.116,147.099,546.497,149.27,547.96,570.116,147.099,546.497,38.57,335.25,37.258,553.271,43.055,6.955
1501572600000,157.53,157.28,154.14,443.78,405.32199999999995,154.04,465.94,414.569,147.44,544.3,563.2330000000001,145.267,543.75,147.44,544.3,563.2330000000001,145.267,543.75,38.69,330.76,37.258,548.694,43.993,6.531000000000001
1501574400000,160.28,160.03,156.88,445.8,411.731,156.79,466.94,416.4,150.19,546.13,570.564,148.014,545.581,150.19,546.13,570.564,148.014,545.581,38.69,336.38,37.121,546.863,41.285,7.5489999999999995
1501576200000,157.53,157.28,154.14,445.8,408.069,154.04,468.95,416.4,147.44,542.47,564.029,145.267,541.003,147.44,542.47,564.029,145.267,541.003,38.48,326.27,37.121,544.116,41.019,7.5489999999999995
1501578000000,157.53,157.28,154.14,446.81,411.731,154.04,469.96,420.978,148.36,547.05,564.979,145.267,546.497,148.36,547.05,564.979,145.267,546.497,38.48,334.13,37.043,550.525,40.101,7.644
1501579800000,156.77,156.54,153.22,449.4,410.815,153.28,470.68,419.147,146.53,547.96,561.3430000000001,144.352,547.4119999999999,146.53,547.96,561.3430000000001,144.352,547.4119999999999,38.21,333.46,37.043,550.525,42.9,6.599
1501581600000,156.77,156.54,153.22,451.41,411.731,153.28,471.54,412.73800000000006,146.53,544.3,558.493,144.352,544.665,146.53,544.3,558.493,144.352,544.665,38.21,332.33,37.359,548.694,46.61,5.537000000000001
1501583400000,159.52,159.29,155.97,451.27,413.56199999999995,156.02,472.5,416.4,149.27,542.47,568.7769999999999,147.099,542.8340000000001,149.27,542.47,568.7769999999999,147.099,542.8340000000001,38.8,333.16,37.359,542.285,45.075,5.558
1501585200000,157.68,157.46,154.14,452.23,411.731,154.19,474.51,414.569,148.36,547.05,565.15,145.267,545.581,148.36,547.05,565.15,145.267,545.581,38.8,333.68,36.984,549.609,47.746,5.558
1501587000000,158.6,158.37,155.05,454.15,413.56199999999995,155.11,474.41,414.569,148.36,547.96,566.174,146.183,547.4119999999999,148.36,547.96,566.174,146.183,547.4119999999999,38.32,335.93,36.984,551.44,46.882,4.998
1501588800000,157.68,157.46,154.14,452.13,410.815,154.19,475.42,412.73800000000006,147.58,545.21,565.156,145.267,543.75,147.58,545.21,565.156,145.267,543.75,38.32,331.43,37.089,549.609,48.768,4.998
1501590600000,157.68,158.37,155.05,455.15,412.64599999999996,154.19,475.42,413.654,148.49,546.13,564.252,145.267,544.665,148.49,546.13,564.252,145.267,544.665,38.29,332.56,37.089,547.778,48.785,5.903
1501592400000,159.52,159.29,155.97,458.17,419.055,156.02,477.43,419.147,149.41,546.13,570.754,147.099,546.497,149.41,546.13,570.754,147.099,546.497,38.29,335.93,37.272,548.694,44.23,7.739
1501594200000,159.52,159.29,155.97,459.18,418.14,155.11,475.42,417.316,149.41,545.21,568.06,146.183,544.665,149.41,545.21,568.06,146.183,544.665,38.57,333.68,37.272,547.778,46.111000000000004,7.931
1501596000000,161.35,161.12,157.8,463.21,415.39300000000003,157.86,480.44,418.231,151.24,546.13,568.1030000000001,148.93,546.497,151.24,546.13,568.1030000000001,148.93,546.497,38.57,338.17,37.272,554.187,50.233999999999995,6.968999999999999
1501597800000,157.68,158.37,155.05,462.2,419.971,154.19,482.45,421.89300000000003,148.49,549.79,565.702,145.267,549.243,148.49,549.79,565.702,145.267,549.243,37.66,334.8,37.254,549.609,46.076,7.853
1501599600000,156.77,156.54,153.22,461.19,417.224,153.28,480.44,418.231,146.66,547.96,561.0459999999999,144.352,546.497,146.66,547.96,561.0459999999999,144.352,546.497,37.66,332.56,37.254,552.356,47.949,5.671
1501601400000,157.68,157.46,154.14,456.2,410.815,154.19,476.9,413.654,148.49,540.64,564.692,145.267,540.0880000000001,148.49,540.64,564.692,145.267,540.0880000000001,38.36,328.51,37.116,544.116,50.805,5.556
1501603200000,158.6,158.37,155.05,459.18,414.478,155.11,479.87,415.485,148.49,543.38,566.507,146.183,542.8340000000001,148.49,543.38,566.507,146.183,542.8340000000001,38.36,331.88,37.116,548.694,49.949,5.556
1501605000000,160.43,160.2,156.88,453.14,411.731,156.94,478.86,417.316,151.24,538.81,567.007,148.014,537.341,151.24,538.81,567.007,148.014,537.341,38.26,327.39,37.4,545.947,48.03,5.892
1501606800000,157.68,157.46,154.14,461.19,420.88599999999997,154.19,480.87,420.978,147.58,549.79,563.377,145.267,548.328,147.58,549.79,563.377,145.267,548.328,37.35,334.13,36.494,550.525,46.088,4.96
1501608600000,159.52,159.29,155.97,461.19,421.80199999999996,156.02,483.88,421.89300000000003,149.41,549.79,566.988,147.099,548.328,149.41,549.79,566.988,147.099,548.328,38.26,337.5,37.396,549.609,45.295,4.96
1501610400000,160.43,160.2,156.88,464.21,423.63300000000004,156.94,482.88,420.978,150.32,549.79,569.74,148.014,549.243,150.32,549.79,569.74,148.014,549.243,38.26,337.5,37.396,549.609,46.198,4.996
1501612200000,154.94,154.71,151.39,456.16,415.39300000000003,151.45,479.87,419.147,144.83,542.47,554.057,142.52100000000002,541.003,144.83,542.47,554.057,142.52100000000002,541.003,37.6,326.27,36.516999999999996,539.539,44.541000000000004,4.996
1501614000000,154.94,154.71,151.39,461.19,419.971,151.45,483.88,422.809,144.83,548.88,554.104,142.52100000000002,547.4119999999999,144.83,548.88,554.104,142.52100000000002,547.4119999999999,37.6,333.01,36.516999999999996,553.271,44.878,4.423
1501615800000,151.28,151.05,147.73,455.15,413.56199999999995,147.79,480.87,421.344,141.17,544.3,539.253,138.859,542.8340000000001,141.17,544.3,539.253,138.859,542.8340000000001,36.7,326.27,35.606,550.525,43.61600000000001,5.206
1501617600000,153.11,152.88,149.56,459.28,421.80199999999996,149.62,486.13,425.92199999999997,143.0,546.13,546.645,140.69,545.581,143.0,546.13,546.645,140.69,545.581,36.7,331.59,35.606,547.778,42.57899999999999,5.915
1501619400000,157.8,157.57,154.23,462.3,422.44300000000004,154.25,488.29,428.668,147.67,546.59,561.803,145.42,545.398,147.67,546.59,561.803,145.42,545.398,37.65,331.59,36.489000000000004,544.116,42.617,7.709
1501621200000,155.97,155.74,152.4,455.15,416.949,152.42,482.16,429.584,146.76,546.59,544.131,144.505,544.482,146.76,546.59,544.131,144.505,544.482,36.75,323.8,35.586999999999996,550.525,38.683,5.485
1501623000000,155.97,155.74,152.4,458.17,421.527,152.42,482.16,433.246,146.76,546.59,544.7280000000001,144.505,546.313,146.76,546.59,544.7280000000001,144.505,546.313,36.75,330.54,35.586999999999996,554.187,37.384,5.547999999999999
1501624800000,155.99,155.74,152.53,452.13,420.61199999999997,152.5,480.15,425.92199999999997,146.64,543.84,535.948,144.276,542.651,146.64,543.84,535.948,144.276,542.651,36.62,320.43,35.468,546.863,37.94,5.547999999999999
1501626600000,155.99,155.74,152.53,456.16,429.767,152.5,481.16,425.92199999999997,146.64,546.59,533.269,144.276,544.482,146.64,546.59,533.269,144.276,544.482,36.62,322.67,35.468,547.778,35.031,6.513999999999999
1501628400000,155.93,155.76,152.61,457.17,424.274,152.53,479.15,425.006,146.41,546.59,536.335,144.19899999999998,545.398,146.41,546.59,536.335,144.19899999999998,545.398,36.41,323.8,35.496,553.271,38.004,6.374
1501630200000,155.93,155.76,152.61,459.18,425.189,152.53,480.15,425.92199999999997,146.41,544.76,541.462,144.19899999999998,543.567,146.41,544.76,541.462,144.19899999999998,543.567,36.41,323.8,35.496,550.525,38.041,6.185
1501632000000,155.95,155.78,152.55,457.17,422.44300000000004,152.55,478.14,423.175,146.55,544.76,544.01,144.257,542.651,146.55,544.76,544.01,144.257,542.651,36.55,321.55,35.624,552.356,39.851,5.271
1501633800000,155.95,155.78,152.55,456.49,424.274,152.55,480.2,425.92199999999997,146.55,545.67,530.6669999999999,144.257,544.482,146.55,545.67,530.6669999999999,144.257,544.482,36.55,317.57,34.718,547.778,36.936,5.271
1501635600000,154.9,154.69,151.54,463.54,427.02,151.5,483.21,425.006,145.5,551.17,548.393,143.303,550.891,145.5,551.17,548.393,143.303,550.891,37.17,332.18,35.624,556.934,42.067,9.464
1501637400000,156.73,156.52,152.46,466.56,427.936,152.42,487.37,429.584,146.41,547.5,559.156,144.218,546.313,146.41,547.5,559.156,144.218,546.313,38.07,332.18,36.535,555.1030000000001,42.271,8.448
1501639200000,155.82,155.61,151.54,460.76,424.274,151.5,481.92,428.668,145.44,542.01,555.52,143.15,539.905,145.44,542.01,555.52,143.15,539.905,38.06,325.82,37.185,541.278,40.063,6.4110000000000005
1501641000000,160.41,160.2,156.14,469.29,430.499,156.08,488.09,429.401,149.98,544.76,570.33,147.69,542.651,149.98,544.76,570.33,147.69,542.651,38.12,329.48,37.176,545.856,41.592,7.077000000000001
1501642800000,158.58,158.37,155.22,470.39,431.415,155.17,488.19,431.23199999999997,149.06,546.59,566.635,145.859,546.313,149.06,546.59,566.635,145.859,546.313,38.12,332.78,37.176,550.433,40.905,7.077000000000001
1501644600000,158.58,158.37,155.22,474.41,436.908,155.17,491.2,435.809,148.15,551.17,565.635,145.859,549.976,148.15,551.17,565.635,145.859,549.976,37.93,336.15,36.878,554.095,39.079,8.913
1501646400000,157.67,157.46,154.31,469.39,432.33,154.25,489.19,433.978,148.15,545.67,563.184,144.94299999999998,544.482,148.15,545.67,563.184,144.94299999999998,544.482,37.93,331.66,36.878,547.687,39.041,9.825
1501648200000,153.07,152.86,149.71,440.9,411.273,149.64,467.04,422.07599999999996,143.57,533.77,549.17,140.347,532.581,143.57,533.77,549.17,140.347,532.581,37.53,316.99,36.439,541.278,32.117,5.309
1501650000000,159.52,159.27,156.12,456.12,403.491,156.08,456.98,409.167,149.1,544.76,570.9730000000001,146.793,544.482,149.1,544.76,570.9730000000001,146.793,544.482,38.44,332.94,37.341,544.025,50.028999999999996,9.154
1501651800000,159.52,159.27,156.12,456.12,397.083,156.08,464.02,404.59,149.1,542.93,568.9159999999999,146.793,541.736,149.1,542.93,568.9159999999999,146.793,541.736,38.44,329.57,37.341,544.025,60.827,4.408
1501653600000,161.35,161.1,157.95,456.26,400.745,157.0,467.33,405.505,150.93,544.76,577.234,148.624,543.567,150.93,544.76,577.234,148.624,543.567,38.2,331.14,37.111999999999995,546.771,60.598,6.439
1501655400000,159.52,159.27,156.12,456.26,401.66,156.08,465.32,405.505,149.1,546.59,571.311,146.793,547.229,149.1,546.59,571.311,146.793,547.229,38.17,334.51,37.107,545.856,57.513000000000005,4.511
1501657200000,156.77,156.52,153.37,450.12,405.32199999999995,153.34,461.19,415.759,147.27,554.83,559.153,144.96200000000002,553.638,147.27,554.83,559.153,144.96200000000002,553.638,38.17,335.03,37.107,553.18,42.957,11.012
1501659000000,158.6,158.35,155.2,453.14,403.491,155.17,465.22,413.92800000000005,148.19,544.67,565.725,145.878,543.567,148.19,544.67,565.725,145.878,543.567,38.1,331.66,37.034,546.771,49.928000000000004,6.835
1501660800000,158.6,158.35,155.2,453.14,403.491,155.17,465.22,413.92800000000005,149.1,543.75,567.438,146.793,543.567,149.1,543.75,567.438,146.793,543.567,38.1,331.37,37.034,547.687,48.997,6.678999999999999
1501662600000,157.68,157.44,153.37,454.15,401.66,153.34,468.34,413.92800000000005,147.27,548.33,562.825,144.96200000000002,548.145,147.27,548.33,562.825,144.96200000000002,548.145,38.3,334.58,37.235,553.18,51.79,4.724
1501664400000,157.68,157.44,154.29,456.26,403.491,154.25,469.34,414.844,147.27,549.24,561.89,144.96200000000002,548.145,147.27,549.24,561.89,144.96200000000002,548.145,38.3,334.74,37.235,552.264,51.821000000000005,4.724
1501666200000,160.43,160.18,157.04,455.54,407.153,156.08,473.22,423.083,150.02,554.74,565.464,147.709,552.722,150.02,554.74,565.464,147.709,552.722,38.14,337.21,37.075,555.011,46.226000000000006,8.441
1501668000000,158.6,158.35,155.19,464.46,425.464,155.15,481.4,433.154,148.17,555.65,565.281,145.84,553.638,148.17,555.65,565.281,145.84,553.638,37.48,338.55,36.302,554.095,36.33,11.763
1501669800000,156.77,156.52,153.35,454.39,413.56199999999995,153.32,473.36,422.717,147.23,547.41,558.855,144.009,546.313,147.23,547.41,558.855,144.009,546.313,38.38,330.69,37.208,549.518,41.251999999999995,6.768
1501671600000,159.52,159.27,155.19,459.61,422.717,155.15,478.39,420.88599999999997,149.06,546.5,566.265,146.755,546.313,149.06,546.5,566.265,146.755,546.313,38.38,334.06,37.208,548.602,43.336000000000006,6.547000000000001
1501673400000,159.52,159.27,155.19,459.76,424.548,155.15,479.29,422.717,149.06,547.41,569.009,146.755,546.313,149.06,547.41,569.009,146.755,546.313,38.27,335.03,37.217,548.602,41.513999999999996,7.581
1501675200000,163.18,162.93,159.76,466.8,431.87199999999996,159.73,484.31,430.041,153.41,551.99,576.262,150.417,551.807,153.41,551.99,576.262,150.417,551.807,39.34,337.28,38.188,552.264,39.723,10.472000000000001
1501677000000,160.41,160.18,157.0,460.76,421.80199999999996,156.98,479.29,424.548,149.75,546.5,572.185,147.671,545.398,149.75,546.5,572.185,147.671,545.398,38.43,333.68,37.286,553.18,42.38399999999999,6.5889999999999995
1501678800000,158.58,159.27,155.17,457.74,417.224,155.15,479.29,422.717,148.83,543.75,566.618,146.755,542.651,148.83,543.75,566.618,146.755,542.651,38.43,330.31,37.286,550.433,44.20399999999999,5.496
1501680600000,158.58,158.35,155.17,458.75,419.055,155.15,481.3,423.63300000000004,148.83,545.58,566.594,145.84,545.398,148.83,545.58,566.594,145.84,545.398,38.3,333.68,37.235,548.602,44.125,5.496
1501682400000,159.5,159.27,155.17,458.75,419.055,155.15,479.29,422.717,148.83,538.26,568.4730000000001,146.755,538.0740000000001,148.83,538.26,568.4730000000001,146.755,538.0740000000001,38.3,329.19,37.235,546.771,44.06399999999999,5.483
1501684200000,162.24,162.01,158.83,460.76,423.63300000000004,158.81,480.3,427.295,152.5,546.5,568.5790000000001,149.502,545.398,152.5,546.5,568.5790000000001,149.502,545.398,38.34,333.68,37.272,552.264,40.426,5.483
1501686000000,161.33,161.1,157.89,459.76,426.379,157.88,479.29,423.999,151.58,548.33,569.408,148.586,548.145,151.58,548.33,569.408,148.586,548.145,38.34,335.93,37.272,555.011,40.549,4.925
1501687800000,159.5,159.27,156.06,461.77,425.464,156.04,481.3,422.168,148.83,545.58,569.597,146.755,544.482,148.83,545.58,569.597,146.755,544.482,38.62,332.56,37.542,553.18,42.413999999999994,4.925
1501689600000,158.58,158.35,155.15,464.79,425.464,155.13,484.31,422.168,147.92,545.58,566.919,145.84,544.482,147.92,545.58,566.919,145.84,544.482,38.62,330.31,37.542,553.18,44.20399999999999,5.03
1501691400000,154.9,154.67,151.47,460.76,420.88599999999997,151.47,484.31,429.858,145.19,546.5,554.485,142.178,542.651,145.19,546.5,554.485,142.178,542.651,37.57,320.2,36.508,547.687,40.578,5.03
1501693200000,158.56,158.35,155.15,463.78,426.379,155.13,482.31,429.858,148.87,543.75,567.694,145.84,541.736,148.87,543.75,567.694,145.84,541.736,38.48,328.06,37.409,549.518,40.311,5.91
1501695000000,159.48,159.27,155.15,464.79,428.21,155.13,482.31,428.027,148.87,544.67,566.789,146.755,543.567,148.87,544.67,566.789,146.755,543.567,38.48,329.19,37.409,545.856,40.662,6.773
1501696800000,158.56,158.35,155.15,468.81,429.126,155.13,489.33,429.858,147.96,545.58,564.816,145.84,543.567,147.96,545.58,564.816,145.84,543.567,38.45,329.41,37.373000000000005,545.856,42.299,5.791
1501698600000,159.48,159.27,155.15,470.82,434.619,155.13,489.0,432.605,148.87,547.41,568.511,146.755,545.398,148.87,547.41,568.511,146.755,545.398,38.45,331.88,37.373000000000005,550.433,40.084,8.104
1501700400000,157.65,157.44,154.23,470.82,432.788,154.21,489.91,430.68199999999996,147.96,548.33,561.974,144.924,547.229,147.96,548.33,561.974,144.924,547.229,38.5,331.88,37.405,549.518,39.086999999999996,7.124
1501702200000,157.65,157.44,153.32,471.97,433.704,153.3,491.92,434.344,147.04,548.33,561.859,144.924,546.313,147.04,548.33,561.859,144.924,546.313,38.5,330.99,37.405,550.433,41.00899999999999,6.961
1501704000000,156.73,156.52,153.32,469.92,433.704,153.3,489.0,437.091,147.04,545.58,559.286,144.009,543.567,147.04,545.58,559.286,144.009,543.567,38.38,329.12,37.295,544.94,36.989000000000004,9.014
1501705800000,158.56,158.35,155.15,468.91,435.535,155.13,487.86,433.42900000000003,148.87,545.58,564.758,145.84,545.398,148.87,545.58,564.758,145.84,545.398,38.38,334.74,37.295,549.518,39.02,9.014
1501707600000,158.56,158.35,155.15,471.83,437.366,155.13,491.77,435.26,148.87,547.41,566.577,145.84,545.398,148.87,547.41,566.577,145.84,545.398,38.05,332.56,36.988,548.602,38.082,9.023
1501709400000,159.48,159.27,156.06,471.87,439.19699999999995,156.04,490.81,436.176,149.79,550.16,566.506,146.755,549.06,149.79,550.16,566.506,146.755,549.06,38.05,336.45,36.988,553.18,38.068000000000005,9.023
1501711200000,158.56,158.35,154.23,475.89,437.366,154.21,493.82,435.26,147.96,549.24,564.565,144.924,548.145,147.96,549.24,564.565,144.924,548.145,37.94,334.2,36.855,555.927,40.848,8.709
1501713000000,158.56,158.35,154.23,475.79,436.45,154.21,491.72,438.00699999999995,147.96,548.33,563.634,145.84,546.313,147.96,548.33,563.634,145.84,546.313,37.94,330.9,36.855,548.602,38.505,8.709
1501714800000,158.56,158.35,155.15,477.8,438.281,155.13,492.72,433.337,148.87,551.07,566.317,145.84,549.976,148.87,551.07,566.317,145.84,549.976,38.51,335.39,37.423,553.18,41.504,8.798
1501716600000,157.65,157.44,154.23,477.8,439.19699999999995,153.3,495.73,442.49300000000005,147.04,551.99,561.835,144.924,549.976,147.04,551.99,561.835,144.924,549.976,38.51,334.27,37.423,553.18,37.724000000000004,8.7
1501718400000,158.56,158.35,155.15,475.79,436.45,154.21,494.73,435.168,147.96,544.67,563.7180000000001,145.84,542.651,147.96,544.67,563.7180000000001,145.84,542.651,38.39,329.78,37.327,549.518,41.598,9.601
1501720200000,159.48,159.27,156.06,476.8,439.19699999999995,156.04,491.72,436.084,148.87,547.41,565.525,146.755,546.313,148.87,547.41,565.525,146.755,546.313,38.39,333.15,37.327,551.349,39.788000000000004,9.601
1501722000000,161.31,161.1,157.89,478.81,439.19699999999995,157.88,494.73,436.084,151.62,549.24,565.375,148.586,548.145,151.62,549.24,565.375,148.586,548.145,38.14,332.02,37.066,554.095,41.657,9.376
1501723800000,162.22,162.01,158.81,460.71,431.87199999999996,158.75,483.69,437.915,151.62,547.41,572.755,149.483,547.229,151.62,547.41,572.755,149.483,547.229,38.14,333.15,37.066,544.94,32.49,6.888999999999999
1501725600000,159.46,159.25,156.06,443.58,409.625,156.01,473.64,424.18199999999996,148.82,539.17,568.922,146.755,538.989,148.82,539.17,568.922,146.755,538.989,38.14,330.9,37.126,547.687,38.448,5.029
1501727400000,157.63,157.42,154.23,440.56,408.71,154.17,456.54,411.273,147.9,549.24,562.521,144.924,548.145,147.9,549.24,562.521,144.924,548.145,38.14,332.02,37.126,549.518,37.997,7.702000000000001
1501729200000,159.46,159.25,156.06,445.6,406.787,156.01,463.58,409.44199999999995,149.73,549.24,570.125,147.671,548.145,149.73,549.24,570.125,147.671,548.145,38.38,335.39,37.299,545.856,45.188,7.765
1501731000000,158.54,158.33,155.15,443.68,405.87199999999996,155.09,457.5,408.527,148.82,550.16,567.424,145.84,548.145,148.82,550.16,567.424,145.84,548.145,38.38,332.4,37.299,549.518,43.345,7.778
1501732800000,152.94,152.74,148.64,445.7,404.041,148.57,456.49,413.287,143.25,551.17,547.253,140.213,548.328,143.25,551.17,547.253,140.213,548.328,37.48,322.29,36.393,545.856,41.031000000000006,8.094
1501734600000,157.53,157.32,154.14,449.73,408.61800000000005,154.06,458.51,416.034,147.82,547.5,565.129,145.70600000000002,546.497,147.82,547.5,565.129,145.70600000000002,546.497,38.4,332.4,37.309,549.518,40.143,9.012
1501736400000,158.45,158.24,155.05,452.9,415.94199999999995,154.98,461.67,420.61199999999997,148.74,550.25,567.969,146.622,549.243,148.74,550.25,567.969,146.622,549.243,38.4,336.22,37.309,551.349,36.388000000000005,9.859
1501738200000,161.19,160.98,157.8,447.96,414.111,157.72,458.75,416.949,150.57,545.67,573.46,148.453,545.581,150.57,545.67,573.46,148.453,545.581,38.45,335.25,37.359,547.687,37.543,8.955
1501740000000,158.45,158.24,154.14,445.94,415.027,154.06,454.72,416.034,147.82,549.33,564.93,145.70600000000002,547.4119999999999,147.82,549.33,564.93,145.70600000000002,547.4119999999999,38.45,333.01,37.359,553.18,34.431,7.127999999999999
1501741800000,159.36,159.15,155.97,449.97,418.689,155.89,458.75,419.69599999999997,149.65,547.5,568.486,146.622,547.4119999999999,149.65,547.5,568.486,146.622,547.4119999999999,38.45,334.13,37.385999999999996,543.109,33.49,8.062000000000001
1501743600000,159.36,159.15,155.97,448.92,417.773,155.89,457.7,420.61199999999997,149.65,545.67,567.618,146.622,545.581,149.65,545.67,567.618,146.622,545.581,38.45,334.29,37.385999999999996,547.687,32.385999999999996,8.062000000000001
1501745400000,159.36,159.15,155.68,447.91,417.773,155.61,457.7,419.69599999999997,148.74,543.84,566.7180000000001,146.622,544.665,148.74,543.84,566.7180000000001,146.622,544.665,38.35,333.16,37.277,548.602,33.292,8.359
1501747200000,160.28,160.07,156.6,446.9,420.52,156.52,457.7,417.865,150.57,541.09,571.741,147.537,541.003,150.57,541.09,571.741,147.537,541.003,39.28,332.04,38.229,544.94,31.351,8.107000000000001
1501749000000,159.36,159.15,155.68,453.96,425.098,155.61,463.74,426.105,149.65,553.91,569.0459999999999,146.622,551.99,149.65,553.91,569.0459999999999,146.622,551.99,38.37,338.78,37.327,554.095,30.296999999999997,9.998
