time,DRUM PR,DRUM PR,PSH O/L (RGHT) ST PR,PSH ST TMP BEF ATT 1A,PSH ST TMP AFTER ATT 1A SEL,PSH O/L (LFT) ST PR,PSH ST TMP BEF ATT 1B,PSH ST TMP AFT ATT 1B SEL,MS PRS,MS TMP,SELECTED MS FLO,MS PRES (FLOW COMP) MED SEL,MS TEMP (FLOW COMP) MED SEL,MS PRS,MS TMP,SELECTED MS FLO,MS PRES (FLOW COMP) MED SEL,MS TEMP (FLOW COMP) MED SEL,CRH ST PR AFTER ATT,CRH ST TMP AFT ATT,HRH ST PR,HRH ST TMP SEL,SPRAY 1 COMP FLOW,SH II COMP SPRAY FLOW
1509640200000,147.42,147.08,145.27,498.33,430.13300000000004,145.23,494.13,432.51300000000003,140.16,544.3,454.51199999999994,138.248,543.2919999999999,140.16,544.3,454.51199999999994,138.248,543.2919999999999,31.87,290.27,31.000999999999998,535.51,40.82,5.861000000000001
1509642000000,145.59,145.25,143.44,487.15,430.225,143.4,483.42,429.95,139.24,547.96,406.756,137.81,546.039,139.24,547.96,406.756,137.81,546.039,29.15,268.92,28.295,519.946,32.26,4.942
1509643800000,145.59,145.25,143.44,489.16,432.056,143.4,484.42,430.866,139.24,548.88,408.92400000000004,137.81,547.87,139.24,548.88,408.92400000000004,137.81,547.87,28.25,268.25,28.295,520.862,32.277,4.942
1509645600000,145.65,145.21,143.3,490.12,432.971,143.21,484.42,429.95,139.28,548.88,405.205,137.886,547.87,139.28,548.88,405.205,137.886,547.87,28.25,268.18,27.842,523.6080000000001,32.277,4.537
1509647400000,145.65,145.21,143.3,489.11,433.88699999999994,143.21,485.53,430.866,139.28,546.13,414.15,137.886,546.039,139.28,546.13,414.15,137.886,546.039,28.61,269.31,27.842,525.439,32.403,4.537
1509649200000,145.34,145.23,143.13,488.11,432.056,143.07,485.53,429.95,139.16,545.21,408.61199999999997,137.81,543.2919999999999,139.16,545.21,408.61199999999997,137.81,543.2919999999999,28.61,263.69,27.636,521.7769999999999,32.403,4.566
1509651000000,145.34,145.23,143.13,488.11,432.056,143.07,486.53,430.866,139.16,545.21,406.856,137.81,544.2080000000001,139.16,545.21,406.856,137.81,544.2080000000001,28.88,265.94,27.636,524.524,32.802,4.566
1509652800000,145.61,145.48,143.04,485.0,431.14,142.96,483.61,429.95,139.09,540.64,413.38199999999995,137.86700000000002,539.63,139.09,540.64,413.38199999999995,137.86700000000002,539.63,28.88,264.95,28.456,519.946,31.897,4.5680000000000005
1509654600000,145.61,145.48,143.04,484.94,439.471,142.96,484.51,429.95,139.09,543.38,405.398,137.86700000000002,543.2919999999999,139.09,543.38,405.398,137.86700000000002,543.2919999999999,28.89,264.79,28.456,520.862,28.991999999999997,4.5680000000000005
1509656400000,145.86,145.55,143.44,483.94,440.38699999999994,143.36,484.41,431.781,139.26,544.3,414.332,137.886,544.2080000000001,139.26,544.3,414.332,137.886,544.2080000000001,28.89,270.48,28.414,523.6080000000001,28.09,4.56
1509658200000,145.86,145.55,143.44,481.01,436.725,143.36,482.45,428.119,139.26,538.81,406.844,137.886,537.799,139.26,538.81,406.844,137.886,537.799,28.79,257.07,28.414,514.453,28.996,4.56
1509660000000,145.74,145.52,143.26,479.19,433.978,143.17,479.34,433.795,139.22,536.98,416.336,137.84799999999998,537.799,139.22,536.98,416.336,137.84799999999998,537.799,28.79,265.45,28.428,517.2,27.708000000000002,4.602
1509661800000,145.74,145.52,143.26,480.1,439.471,143.17,481.53,439.288,139.22,544.3,412.796,137.84799999999998,543.2919999999999,139.22,544.3,412.796,137.84799999999998,543.2919999999999,28.46,264.85,27.526,518.115,23.648000000000003,4.602
1509663600000,145.69,145.4,143.51,478.09,438.556,143.47,478.52,438.37300000000005,139.3,544.3,408.245,137.84799999999998,542.377,139.3,544.3,408.245,137.84799999999998,542.377,28.46,264.85,27.526,519.031,23.648000000000003,4.53
1509665400000,145.69,145.4,143.51,491.19,423.541,143.47,472.96,429.95,139.3,549.79,419.64300000000003,137.84799999999998,547.87,139.3,549.79,419.64300000000003,137.84799999999998,547.87,28.58,271.43,28.011,518.115,34.195,4.53
1509667200000,145.67,145.46,143.63,488.18,422.626,143.59,473.97,424.365,139.43,547.05,411.276,137.84799999999998,546.039,139.43,547.05,411.276,137.84799999999998,546.039,28.58,271.43,28.011,520.862,35.303000000000004,4.486000000000001
1509669000000,146.58,146.37,144.54,497.31,416.034,144.5,475.07,418.689,139.43,554.37,461.668,137.84799999999998,552.448,139.43,554.37,461.668,137.84799999999998,552.448,30.25,283.49,29.636999999999997,528.186,46.437,11.629000000000001
1509670800000,153.05,152.8,150.13,498.41,431.415,150.04,487.23,443.591,145.02,546.77,483.189,143.455,545.0319999999999,145.02,546.77,483.189,143.455,545.0319999999999,32.96,299.38,31.454,542.8340000000001,35.681,10.46
1509672600000,153.05,152.8,150.13,497.51,432.33,150.04,487.04,443.591,145.02,545.86,489.215,143.455,544.116,145.02,545.86,489.215,143.455,544.116,32.96,300.65,32.356,541.919,36.521,10.46
1509674400000,153.6,153.37,150.68,495.6,429.584,150.68,486.85,441.76,145.69,542.19,483.457,143.83700000000002,541.37,145.69,542.19,483.457,143.83700000000002,541.37,33.06,294.97,32.356,539.172,37.505,10.479000000000001
1509676200000,153.6,153.37,150.68,496.6,429.584,150.68,486.85,441.76,145.69,541.28,489.60900000000004,143.83700000000002,540.4540000000001,145.69,541.28,489.60900000000004,143.83700000000002,540.4540000000001,33.06,297.22,32.356,541.003,37.524,10.479000000000001
1509678000000,153.37,153.14,150.53,491.68,433.246,150.51,484.94,437.18300000000005,145.63,540.36,477.537,143.81799999999998,539.539,145.63,540.36,477.537,143.81799999999998,539.539,32.89,288.38,31.449,535.51,34.81,10.273
1509679800000,153.37,153.14,150.53,491.68,432.33,150.51,484.94,437.18300000000005,145.63,537.62,469.79,143.81799999999998,537.7080000000001,145.63,537.62,469.79,143.81799999999998,537.7080000000001,32.89,289.51,31.449,534.595,34.803000000000004,9.371
1509681600000,150.63,150.4,148.7,479.63,422.26,148.68,467.86,432.42199999999997,145.02,542.19,407.55800000000005,143.532,540.4540000000001,145.02,542.19,407.55800000000005,143.532,540.4540000000001,28.37,254.68,27.819000000000003,507.129,27.961,5.237
1509683400000,150.63,150.4,148.7,480.16,436.267,148.68,463.94,431.506,145.02,549.52,393.056,143.532,548.694,145.02,549.52,393.056,143.532,548.694,27.32,257.83,26.698,510.791,22.592,5.237
1509685200000,150.99,150.76,148.62,480.16,430.774,148.59,465.95,436.084,144.73,542.19,410.906,143.36,542.285,144.73,542.19,410.906,143.36,542.285,28.22,264.5,27.599,513.538,24.804000000000002,5.343999999999999
1509687000000,150.99,150.76,148.62,481.17,428.94300000000004,148.59,466.95,435.168,144.73,541.28,403.543,143.36,540.4540000000001,144.73,541.28,403.543,143.36,540.4540000000001,28.22,256.64,27.599,510.791,24.804000000000002,5.343999999999999
1509688800000,150.97,150.76,148.49,482.17,430.774,148.41,465.95,435.168,144.6,541.28,400.80199999999996,143.341,540.4540000000001,144.6,541.28,400.80199999999996,143.341,540.4540000000001,28.27,258.88,27.595,510.791,24.799,5.382999999999999
1509690600000,150.97,150.76,148.49,483.18,432.605,148.41,468.97,437.915,144.6,550.43,413.725,143.341,549.609,144.6,550.43,413.725,143.341,549.609,28.27,267.87,27.595,519.946,24.799,5.382999999999999
1509692400000,150.95,150.72,148.64,483.18,426.19599999999997,148.57,468.97,430.591,144.75,540.36,413.027,143.417,539.539,144.75,540.36,413.027,143.417,539.539,29.01,258.88,28.3,514.453,28.914,4.539
1509694200000,150.95,150.72,148.64,474.14,447.43699999999995,148.57,463.94,431.506,144.75,547.69,415.61,143.417,546.863,144.75,547.69,415.61,143.417,546.863,28.11,266.75,27.398000000000003,516.284,18.412,4.539
1509696000000,150.84,150.61,148.57,474.14,446.52099999999996,148.53,462.93,430.591,144.68,544.94,413.445,143.341,545.0319999999999,144.68,544.94,413.445,143.341,545.0319999999999,28.11,262.25,28.3,513.538,18.412,4.571000000000001
1509697800000,150.84,150.61,148.57,473.13,445.605,148.53,463.84,431.506,144.68,544.02,411.47,143.341,544.116,144.68,544.02,411.47,143.341,544.116,28.45,262.77,28.3,512.622,18.328,4.571000000000001
1509699600000,146.13,145.88,143.84,473.03,442.85900000000004,143.8,465.85,436.084,140.02,545.86,402.426,138.668,545.0319999999999,140.02,545.86,402.426,138.668,545.0319999999999,28.48,263.9,27.86,516.284,17.413,4.567
1509701400000,146.13,145.88,143.84,476.05,441.94300000000004,143.8,469.87,439.746,140.02,547.69,401.954,138.668,546.863,140.02,547.69,401.954,138.668,546.863,28.48,267.27,27.86,519.946,18.323,4.567
1509703200000,146.32,146.09,143.91,478.06,439.19699999999995,143.82,471.88,438.83099999999996,139.74,546.77,411.44800000000004,138.363,546.863,139.74,546.77,411.44800000000004,138.363,546.863,28.78,271.76,28.048000000000002,521.7769999999999,20.403,4.5089999999999995
1509705000000,141.7,141.47,139.3,480.06,437.366,139.2,472.89,437.0,135.04,544.02,408.23400000000004,133.709,543.201,135.04,544.02,408.23400000000004,133.709,543.201,28.79,269.51,28.061999999999998,520.862,22.249000000000002,4.5089999999999995
1509706800000,141.7,141.47,139.3,479.06,438.281,139.2,473.89,438.83099999999996,135.04,544.02,408.0,133.709,543.201,135.04,544.02,408.0,133.709,543.201,28.79,272.88,28.061999999999998,519.946,21.339000000000002,4.501
1509708600000,141.4,141.17,138.97,480.06,437.366,138.86,472.89,437.915,134.74,543.11,406.519,133.308,542.285,134.74,543.11,406.519,133.308,542.285,28.43,269.51,27.755,520.862,22.23,4.501
1509710400000,141.4,141.17,138.97,481.07,433.61199999999997,138.86,474.9,433.246,134.74,547.69,415.042,133.308,547.778,134.74,547.69,415.042,133.308,547.778,28.43,277.38,27.755,526.355,26.92,4.493
1509712200000,149.9,149.73,146.51,494.12,444.598,146.32,490.97,449.634,140.4,536.7,502.154,138.935,535.876,140.4,536.7,502.154,138.935,535.876,33.48,295.35,32.768,541.003,30.182,7.659
1509714000000,153.58,153.43,151.18,491.11,442.767,150.95,508.02,456.958,146.01,540.36,476.108,143.589,538.623,146.01,540.36,476.108,143.589,538.623,33.45,291.98,31.875,542.8340000000001,32.414,4.861000000000001
1509715800000,153.58,153.43,151.18,497.13,451.00699999999995,150.95,509.02,456.958,146.01,543.11,477.343,143.589,542.285,146.01,543.11,477.343,143.589,542.285,33.45,295.35,31.875,547.4119999999999,31.483,6.905
1509717600000,153.47,153.24,150.55,504.34,449.176,150.7,507.02,451.465,145.5,544.94,480.048,143.761,544.116,145.5,544.94,480.048,143.761,544.116,33.1,302.09,32.186,545.581,35.332,8.923
1509719400000,153.47,153.24,150.55,503.29,438.19,150.7,491.97,434.985,145.5,546.77,483.38199999999995,143.761,545.947,145.5,546.77,483.38199999999995,143.761,545.947,33.1,300.97,32.186,534.595,40.106,11.735
1509721200000,152.9,152.71,150.19,506.3,437.274,150.09,496.74,438.647,145.46,543.11,477.11300000000006,143.78,542.285,145.46,543.11,477.11300000000006,143.78,542.285,32.2,290.7,31.284000000000002,538.257,40.294000000000004,10.832
1509723000000,152.9,152.71,150.19,491.25,429.034,150.09,502.29,435.901,145.46,539.45,475.819,143.78,539.539,145.46,539.45,475.819,143.78,539.539,33.1,290.41,32.186,540.0880000000001,41.32,11.857000000000001
1509724800000,153.2,152.95,150.28,494.26,432.69699999999995,150.09,500.28,435.901,145.46,541.28,476.773,143.78,540.4540000000001,145.46,541.28,476.773,143.78,540.4540000000001,32.19,291.53,31.284000000000002,539.172,41.28,11.857000000000001
1509726600000,153.2,152.95,150.28,494.26,430.866,150.09,499.28,432.23900000000003,145.46,542.19,470.653,143.78,540.4540000000001,145.46,542.19,470.653,143.78,540.4540000000001,32.19,288.16,31.284000000000002,538.257,43.122,8.176
1509728400000,151.37,151.12,148.82,478.2,421.71,149.18,474.18,429.584,145.29,535.78,406.283,143.627,534.045,145.29,535.78,406.283,143.627,534.045,28.58,255.58,28.575,509.875,29.258000000000003,5.063
1509730200000,150.46,150.21,147.9,478.2,435.535,148.26,470.26,425.92199999999997,144.37,545.86,383.73800000000006,143.627,544.116,144.37,545.86,383.73800000000006,143.627,544.116,27.68,251.02,26.771,510.791,25.868000000000002,5.151
1509732000000,150.46,150.21,147.9,478.2,429.126,148.26,473.13,429.584,144.37,543.11,400.94,143.284,542.285,144.37,543.11,400.94,143.284,542.285,27.69,256.64,26.771,514.453,28.014,5.151
1509733800000,150.3,150.11,148.64,482.17,435.535,148.15,476.15,435.077,144.77,550.43,414.015,143.284,549.609,144.77,550.43,414.015,143.284,549.609,28.59,267.87,27.677,523.6080000000001,27.11,5.36
1509735600000,150.3,150.11,148.64,481.17,430.957,148.15,477.15,425.92199999999997,144.77,542.19,407.965,143.417,541.37,144.77,542.19,407.965,143.417,541.37,28.59,263.38,27.677,520.862,31.046,5.36
1509737400000,150.57,150.32,148.7,482.17,436.45,148.43,480.16,434.161,144.73,551.35,413.202,143.417,550.525,144.73,551.35,413.202,143.417,550.525,28.43,268.99,27.566999999999997,523.6080000000001,27.944000000000003,5.321000000000001
1509739200000,150.57,150.32,148.7,483.18,433.704,148.43,475.14,429.584,144.73,545.86,405.125,143.379,545.0319999999999,144.73,545.86,405.125,143.379,545.0319999999999,28.43,260.01,27.566999999999997,519.946,28.871,5.321000000000001
1509741000000,150.68,150.44,148.45,482.17,432.788,148.38,477.15,430.499,144.64,546.77,398.82199999999995,143.379,545.0319999999999,144.64,546.77,398.82199999999995,143.379,545.0319999999999,28.13,261.13,27.965999999999998,519.946,28.848000000000003,4.82
1509742800000,150.68,150.44,148.45,472.13,438.281,148.38,471.12,436.908,144.64,548.6,409.93199999999996,143.341,548.694,144.64,548.6,409.93199999999996,143.341,548.694,28.13,266.75,27.965999999999998,517.2,20.886,4.82
1509744600000,151.01,150.74,148.26,484.51,427.11199999999997,148.62,457.8,425.006,144.66,541.28,400.879,143.341,540.4540000000001,144.66,541.28,400.879,143.341,540.4540000000001,28.13,257.99,27.631999999999998,515.369,28.057,4.735
1509746400000,151.01,150.74,148.26,476.48,414.75199999999995,148.62,471.88,435.077,144.66,544.02,409.975,143.379,543.201,144.66,544.02,409.975,143.379,543.201,28.13,260.97,27.631999999999998,512.622,30.173000000000002,4.735
1509748200000,150.8,150.61,148.26,479.49,414.75199999999995,148.41,467.86,430.499,144.64,540.36,405.23199999999997,143.379,539.539,144.64,540.36,405.23199999999997,143.379,539.539,28.24,256.48,27.59,510.791,32.03,5.397
1509750000000,150.8,150.61,148.26,479.49,422.351,148.41,469.87,427.75300000000004,144.64,545.86,404.801,143.379,545.947,144.64,545.86,404.801,143.379,545.947,28.24,263.22,27.59,515.369,30.818,5.397
1509751800000,150.51,150.3,148.2,479.49,422.351,148.28,469.87,427.75300000000004,144.58,544.02,399.407,143.379,543.201,144.58,544.02,399.407,143.379,543.201,27.91,258.73,27.238000000000003,514.453,30.818,4.762
1509753600000,150.51,150.3,148.2,480.21,422.351,148.28,471.88,428.668,144.58,544.94,401.506,143.341,544.116,144.58,544.94,401.506,143.341,544.116,27.91,259.85,27.238000000000003,516.284,29.915,4.762
1509755400000,151.35,151.14,149.12,486.23,428.76,149.2,483.94,434.985,144.98,550.43,443.96,143.341,549.609,144.98,550.43,443.96,143.341,549.609,29.72,275.58,29.046,528.186,33.799,5.292000000000001
1509757200000,152.27,152.06,150.04,491.25,438.83099999999996,150.11,496.99,444.14099999999996,144.98,551.35,470.276,143.703,550.525,144.98,551.35,470.276,143.703,550.525,31.52,296.92,30.854,545.581,32.945,11.008
1509759000000,155.01,154.8,151.87,511.31,442.31,151.94,513.03,445.056,145.9,546.77,535.518,143.703,545.0319999999999,145.9,546.77,535.518,143.703,545.0319999999999,36.04,314.9,34.475,547.4119999999999,48.888000000000005,10.985
1509760800000,129.11,128.9,125.77,530.35,433.704,125.68,528.92,433.704,120.83,549.43,458.29900000000004,118.62200000000001,546.863,120.83,549.43,458.29900000000004,118.62200000000001,546.863,33.28,310.85,32.556999999999995,530.109,48.417,13.6
1509762600000,153.34,153.18,149.98,549.38,447.711,149.96,553.96,452.19699999999995,145.27,541.92,489.18300000000005,143.036,541.095,145.27,541.92,489.18300000000005,143.036,541.095,35.98,313.55,34.942,536.4259999999999,51.6,13.739
1509764400000,153.34,152.27,149.98,534.36,445.605,149.96,542.94,451.099,145.27,547.41,479.215,143.036,545.673,145.27,547.41,479.215,143.036,545.673,35.07,316.92,34.036,540.0880000000001,51.266000000000005,13.992
1509766200000,154.25,153.18,150.89,540.37,450.18300000000005,150.88,548.95,463.092,145.46,544.67,506.575,143.036,543.842,145.46,544.67,506.575,143.036,543.842,37.78,332.64,36.759,542.8340000000001,48.155,16.772000000000002
1509768000000,143.26,143.11,139.91,548.38,447.528,139.89,556.97,448.535,133.56,530.93,509.726,132.05,531.024,133.56,530.93,509.726,132.05,531.024,37.78,330.4,36.759,541.003,54.678999999999995,18.669
1509769800000,142.35,142.2,138.99,543.37,457.782,138.97,556.97,455.76800000000003,133.56,542.83,507.034,131.134,542.01,133.56,542.83,507.034,131.134,542.01,37.73,341.63,36.709,544.665,50.047,16.776
1509771600000,154.27,154.19,151.87,531.35,451.099,151.87,540.94,454.852,145.53,530.29,500.17,144.066,527.545,145.53,530.29,500.17,144.066,527.545,37.74,316.92,36.691,528.278,45.806999999999995,14.032
1509773400000,153.34,152.34,150.0,538.37,459.338,150.02,549.96,445.148,144.62,545.03,505.17800000000005,142.216,544.94,144.62,545.03,505.17800000000005,142.216,544.94,37.74,333.77,36.686,549.4259999999999,53.00899999999999,16.658
1509775200000,146.93,145.94,143.59,539.37,448.352,143.61,548.95,460.43699999999995,137.29,535.05,514.46,134.892,533.9540000000001,137.29,535.05,514.46,134.892,533.9540000000001,38.64,339.38,37.592,551.257,49.15,13.834000000000001
1509777000000,147.86,147.77,145.44,510.31,438.556,145.44,532.93,452.838,140.08,539.63,464.341,138.63,537.616,140.08,539.63,464.341,138.63,537.616,35.0,311.3,33.94,541.187,42.555,12.027000000000001
1509778800000,149.71,149.6,146.35,541.37,459.61300000000006,146.35,536.93,439.471,141.0,535.05,513.071,138.63,534.869,141.0,535.05,513.071,138.63,534.869,37.72,330.4,36.654,547.595,51.158,14.812000000000001
1509780600000,155.26,155.11,151.92,536.36,442.126,151.92,520.91,444.14099999999996,146.55,542.93,512.003,143.589,542.102,146.55,542.93,512.003,143.589,542.102,38.62,330.4,37.542,542.01,52.28,18.305
1509782400000,154.35,154.19,151.92,524.34,434.80199999999996,151.92,535.93,445.972,146.55,542.01,505.675,143.589,541.187,146.55,542.01,505.675,143.589,541.187,37.72,330.4,37.542,546.5880000000001,52.833999999999996,20.152
1509784200000,154.35,154.19,151.16,527.45,439.38,151.16,552.06,449.45099999999996,146.07,542.93,510.088,143.91299999999998,543.018,146.07,542.93,510.088,143.91299999999998,543.018,37.72,335.05,37.538000000000004,550.25,55.211999999999996,20.158
1509786000000,154.33,154.1,151.16,524.44,443.042,151.16,549.05,448.535,146.07,542.93,503.12800000000004,143.91299999999998,541.187,146.07,542.93,503.12800000000004,143.91299999999998,541.187,38.01,329.43,36.631,547.504,52.31399999999999,20.173
1509787800000,154.33,154.1,151.56,524.44,442.95,151.54,549.05,444.781,145.97,543.84,505.35400000000004,144.028,542.102,145.97,543.84,505.35400000000004,144.028,542.102,38.01,329.43,37.542,547.504,54.935,17.392
1509789600000,153.49,153.26,150.65,522.44,432.88,150.63,542.04,430.13300000000004,145.97,541.09,473.94699999999995,144.028,541.187,145.97,541.09,473.94699999999995,144.028,541.187,36.21,320.44,34.832,542.9259999999999,57.355,12.579
1509791400000,152.57,152.34,149.73,522.44,428.30199999999996,149.71,533.03,419.147,145.23,534.78,465.05300000000005,143.665,532.031,145.23,534.78,465.05300000000005,143.665,532.031,34.39,293.48,33.926,533.771,62.435,5.582999999999999
1509793200000,153.49,153.26,150.65,528.45,447.528,150.63,547.05,443.866,145.23,551.26,499.62,143.665,549.4259999999999,145.23,551.26,499.62,143.665,549.4259999999999,37.12,332.8,36.649,550.25,54.32,11.908
1509795000000,154.4,154.17,150.65,525.44,445.69699999999995,150.63,547.05,443.866,145.92,545.76,503.35,143.99,545.764,145.92,545.76,503.35,143.99,545.764,38.02,336.17,36.649,552.081,54.318999999999996,14.672
1509796800000,154.4,154.17,151.29,527.45,445.69699999999995,151.35,547.05,443.866,145.92,543.02,502.32800000000003,143.99,543.018,145.92,543.02,502.32800000000003,143.99,543.018,38.02,332.8,36.938,549.335,54.453,14.672
1509798600000,154.25,154.04,151.29,528.45,446.61300000000006,151.35,547.05,443.866,145.88,545.76,504.17699999999996,143.93200000000002,544.849,145.88,545.76,504.17699999999996,143.93200000000002,544.849,37.88,331.68,36.938,550.25,51.435,13.755999999999998
1509800400000,154.25,154.04,151.47,528.64,442.767,151.47,550.53,442.767,145.88,545.76,499.03,143.93200000000002,543.018,145.88,545.76,499.03,143.93200000000002,543.018,37.88,328.98,36.549,547.504,56.286,12.9
1509802200000,154.06,153.85,151.47,528.64,448.26,151.47,548.52,449.176,145.92,544.85,504.23199999999997,143.93200000000002,543.018,145.92,544.85,504.23199999999997,143.93200000000002,543.018,37.57,327.93,36.549,545.673,51.47,12.914000000000001
1509804000000,154.06,153.85,151.28,525.63,442.767,151.2,547.52,443.68300000000005,145.92,539.36,511.45099999999996,143.93200000000002,538.44,145.92,539.36,511.45099999999996,143.93200000000002,538.44,37.57,325.68,37.08,543.842,52.185,11.975999999999999
1509805800000,154.98,154.77,151.28,506.59,437.274,151.2,536.51,447.62,146.09,548.51,512.2869999999999,144.10399999999998,546.68,146.09,548.51,512.2869999999999,144.10399999999998,546.68,38.18,334.67,37.08,543.842,49.206,12.472000000000001
1509807600000,154.98,154.77,151.31,519.57,430.68199999999996,151.49,532.36,437.54900000000004,146.09,541.19,521.2280000000001,144.10399999999998,540.271,146.09,541.19,521.2280000000001,144.10399999999998,540.271,38.18,336.46,37.844,542.9259999999999,57.106,17.648
1509809400000,152.25,152.06,149.48,519.72,420.70300000000003,149.65,532.6,430.591,145.71,537.52,453.431,144.047,536.609,145.71,537.52,453.431,144.047,536.609,34.61,302.02,34.223,536.5169999999999,56.945,13.720999999999998
1509811200000,145.8,145.59,143.04,516.71,425.555,143.15,531.6,432.69699999999995,139.28,546.77,430.45,137.6,544.94,139.28,546.77,430.45,137.6,544.94,32.78,302.02,32.374,543.842,49.908,11.867
1509813000000,151.31,151.08,148.55,534.74,434.711,148.66,552.63,427.11199999999997,143.86,545.86,495.77099999999996,141.3,544.94,143.86,545.86,495.77099999999996,141.3,544.94,37.3,328.98,35.981,552.081,64.399,15.981
1509814800000,154.06,153.83,151.29,533.74,438.37300000000005,151.41,555.63,438.098,145.73,542.19,515.624,144.10399999999998,541.278,145.73,542.19,515.624,144.10399999999998,541.278,38.21,333.47,36.891999999999996,551.1659999999999,62.113,14.19
1509816600000,154.06,153.83,151.29,527.73,442.035,151.41,552.63,437.18300000000005,145.73,542.19,506.147,144.10399999999998,541.278,145.73,542.19,506.147,144.10399999999998,541.278,38.21,328.98,36.891999999999996,544.757,58.763000000000005,14.19
1509818400000,154.5,154.29,151.5,531.74,446.61300000000006,151.52,549.63,438.098,146.05,544.02,509.82300000000004,144.085,543.109,146.05,544.02,509.82300000000004,144.085,543.109,38.34,331.23,36.891999999999996,546.5880000000001,57.677,13.977
1509820200000,154.5,154.29,151.5,530.74,440.02099999999996,151.52,550.63,438.281,146.05,547.69,515.053,144.085,547.687,146.05,547.69,515.053,144.085,547.687,38.35,335.72,36.965,549.335,62.165,13.065999999999999
1509822000000,154.16,153.95,151.2,528.73,436.35900000000004,151.22,548.62,446.61300000000006,145.94,540.36,504.204,143.951,539.447,145.94,540.36,504.204,143.951,539.447,38.35,325.61,36.965,543.842,57.261,13.966
1509823800000,154.16,153.95,151.2,532.74,440.936,151.22,549.63,448.444,145.94,542.19,504.87199999999996,143.951,543.109,145.94,542.19,504.87199999999996,143.951,543.109,37.79,328.98,36.599000000000004,546.5880000000001,56.305,13.966
1509825600000,154.08,153.85,151.12,528.73,435.44300000000004,151.08,549.63,446.61300000000006,145.9,538.53,501.37199999999996,143.951,537.616,145.9,538.53,501.37199999999996,143.951,537.616,37.79,322.24,36.599000000000004,542.9259999999999,57.34,13.424000000000001
1509827400000,154.08,153.85,151.12,528.73,445.514,151.08,546.62,448.444,145.9,543.11,508.267,143.951,542.194,145.9,543.11,508.267,143.951,542.194,38.05,328.98,36.617,545.673,54.49100000000001,13.424000000000001
1509829200000,154.08,153.85,151.37,511.7,433.61199999999997,151.37,540.61,442.95,145.99,539.45,500.70300000000003,143.91299999999998,538.531,145.99,539.45,500.70300000000003,143.91299999999998,538.531,38.05,323.36,36.613,540.179,53.699,11.499
1509831000000,154.99,154.77,151.37,529.74,428.119,151.37,557.64,430.68199999999996,145.99,547.69,510.884,143.91299999999998,546.771,145.99,547.69,510.884,143.91299999999998,546.771,38.31,337.97,37.533,550.25,67.676,9.088
1509832800000,154.08,153.85,151.37,533.74,425.37199999999996,151.47,557.64,429.767,146.09,549.52,511.339,144.009,548.602,146.09,549.52,511.339,144.009,548.602,38.31,337.97,37.533,549.335,70.766,9.991
1509834600000,154.08,153.85,151.37,524.73,418.964,151.47,550.63,419.69599999999997,146.09,539.45,516.625,144.009,539.447,146.09,539.45,516.625,144.009,539.447,38.16,332.35,37.538000000000004,544.757,70.874,10.927
1509836400000,154.02,153.79,150.91,528.73,430.957,150.93,539.61,425.464,145.82,540.36,495.499,143.93200000000002,539.447,145.82,540.36,495.499,143.93200000000002,539.447,37.25,323.36,36.635999999999996,538.3480000000001,61.888999999999996,10.927
1509838200000,154.02,153.79,150.91,525.73,430.041,150.93,542.61,427.295,145.82,540.36,499.63599999999997,143.93200000000002,539.447,145.82,540.36,499.63599999999997,143.93200000000002,539.447,37.25,323.36,36.635999999999996,538.3480000000001,63.907,11.28
1509840000000,153.74,153.51,151.03,528.73,432.788,151.03,543.62,429.126,145.78,544.02,498.12800000000004,143.894,543.109,145.78,544.02,498.12800000000004,143.894,543.109,37.24,326.73,36.118,542.9259999999999,62.28,11.28
1509841800000,153.74,153.51,151.03,530.74,433.704,151.03,545.62,430.041,145.78,541.28,500.645,143.894,540.363,145.78,541.28,500.645,143.894,540.363,37.24,323.36,36.118,542.01,62.958999999999996,11.319
1509843600000,154.04,153.81,150.91,526.77,436.542,150.91,544.52,438.556,145.74,550.43,499.668,143.894,547.687,145.74,550.43,499.668,143.894,547.687,37.7,326.58,36.782,542.01,59.358000000000004,9.213
1509845400000,154.04,153.81,150.91,523.77,429.126,150.91,548.52,427.661,145.74,543.11,509.75,143.894,542.194,145.74,543.11,509.75,143.894,542.194,37.7,333.32,36.782,545.673,64.759,8.312000000000001
1509847200000,154.23,154.0,151.33,521.76,437.366,151.39,546.52,438.73900000000003,145.94,549.52,507.16,144.009,547.687,145.94,549.52,507.16,144.009,547.687,38.1,332.2,37.203,545.673,56.61600000000001,8.312000000000001
1509849000000,154.23,154.0,151.33,524.77,432.788,151.39,545.52,442.584,145.94,543.11,500.774,144.009,543.109,145.94,543.11,500.774,144.009,543.109,38.1,327.7,36.302,541.095,58.446000000000005,10.136000000000001
1509850800000,154.04,153.81,151.05,521.76,430.866,150.99,546.52,432.056,145.82,551.35,500.591,143.93200000000002,548.602,145.82,551.35,500.591,143.93200000000002,548.602,37.41,331.07,36.302,546.5880000000001,65.277,11.093
1509852600000,131.82,131.57,130.71,479.63,419.788,130.66,518.47,433.52,128.23,542.93,289.91,128.063,541.37,128.23,542.93,289.91,128.063,541.37,23.03,209.08,22.033,510.333,25.807,5.767
